County,State,Age.Percent 65 and Older,Age.Percent Under 18 Years,Age.Percent Under 5 Years,Ethnicities.American Indian and Alaska Native Alone,Ethnicities.Asian Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Ethnicities.Native Hawaiian and Other Pacific Islander Alone,Ethnicities.Two or More Races,Ethnicities.White Alone,"Ethnicities.White Alone	 not Hispanic or Latino"
Sublette County,WY,20.5,22.1,5.3,1.2,0.8,0.9,7.1,0,1.6,95.5,89.1
Suffolk County,MA,12.3,16.4,5.1,0.7,9.3,24.3,23.3,0.2,3.7,61.7,45.2
Suffolk County,NY,17.3,20.9,5.4,0.6,4.2,8.8,20.2,0.1,2,84.2,66.6
Suffolk city,VA,14.2,24.3,6.6,0.2,2,41.8,4.4,0,3.8,51.5,49.3
Sullivan County,IN,18.5,19,5.1,0.3,0.3,4.9,1.8,0,1.4,93.1,91.6
Sullivan County,MO,20.8,22.4,6.5,1.4,0.6,3.2,18.6,0.5,1.1,93.2,76.7
Sullivan County,NH,22.1,18.6,4.7,0.4,1,0.8,1.7,0,1.7,96,94.6
Sullivan County,NY,19.3,21,5.7,0.8,2,10,16.8,0.1,3,84.3,70.7
Sullivan County,PA,29,10.5,2.9,0.6,0.4,3.9,1.8,-1,1,94.1,92.6
Sullivan County,TN,22.2,19.1,4.8,0.4,0.8,2.3,2,0,1.6,94.8,93.1
Sully County,SD,26.1,21.4,5.3,2.8,0.1,0.4,2.4,-1,2,94.6,92.8
Summers County,WV,26.1,16.1,3.9,0.4,0.3,4.4,1.8,0,1.7,93.2,91.7
Summit County,CO,14.3,16.2,4.6,0.8,1.5,1.4,14.6,0.2,1.5,94.7,81.5
Summit County,OH,18.5,20.7,5.6,0.2,3.9,15.1,2.3,0,2.6,78.2,76.4
Summit County,UT,13.4,24,5.2,0.6,1.9,1.2,11.5,0.1,1.7,94.5,84
Sumner County,KS,19.2,24.3,5.9,1.3,0.6,1.3,5.6,0,2.7,94,89.2
Sumner County,TN,16.2,23.4,6,0.4,1.6,8.3,5.3,0.1,2,87.6,83
Sumter County,AL,18.7,19,5.7,0.2,1.9,71.4,1.2,0,0.8,25.6,24.9
Sumter County,FL,58.2,7.1,1.9,0.4,1,7.3,5.9,0.1,1,90.3,85.1
Sumter County,GA,17.5,22.6,6.2,0.5,1.4,52.9,6.2,0.2,1.2,43.8,39
Sumter County,SC,16.9,23.8,6.6,0.6,1.5,47.9,4.2,0.1,2.1,47.9,44.8
Sunflower County,MS,14.4,21.7,5.5,0.4,0.4,73.8,2,0,0.7,24.7,23.6
Surry County,NC,20.8,20.9,5.3,0.7,0.8,4.2,11.1,0.1,1.3,92.9,83.2
Surry County,VA,23.9,16.6,4.5,0.5,0.5,41.5,2.7,0.1,2.2,55.2,53.3
Susquehanna County,PA,24.3,18.4,4.6,0.2,0.4,0.7,1.8,0.1,1.1,97.6,96.1
Sussex County,DE,28.7,18.3,5,1.1,1.4,12.2,9.3,0.2,2.2,83,75.4
Sussex County,NJ,18,19.4,4.6,0.3,2,2.7,9.2,0,1.7,93.3,85.1
Sussex County,VA,18.6,15.2,4,0.6,0.5,56.1,3.3,0,1.6,41.3,38.9
Sutter County,CA,15.6,25.8,6.9,2.4,17,2.7,31.9,0.4,4.8,72.7,44.9
Sutton County,TX,19.1,23.6,6.4,1.4,0.5,1,63.8,0,1,96.1,35.1
Suwannee County,FL,21.7,21,5.4,0.7,0.6,12.6,9.9,0.1,1.7,84.2,75.3
Swain County,NC,19.6,22,6.1,30.1,0.7,1.2,5.8,0,4.9,63.1,60.7
Sweet Grass County,MT,27.4,20.5,5,1.2,0.6,0.4,2.9,0,2.5,95.2,92.7
Sweetwater County,WY,13,25.9,6.6,1.5,1.1,1.4,16,0.2,2.1,93.8,79.3
Swift County,MN,22.4,23.2,6.4,0.8,0.6,1.2,5.2,0.9,2,94.6,90.1
Swisher County,TX,17.6,24.7,6,1.6,0.7,8.6,45.1,0.2,2.2,86.6,44.8
Switzerland County,IN,17.4,24.6,6,0.3,0.4,1.4,1.9,0,1.1,96.8,95.2
Talbot County,GA,25.5,16.3,4.7,0.7,0.3,55.1,2.9,0,1.3,42.6,40.8
Talbot County,MD,29.7,18.2,4.7,0.4,1.4,12.8,7.2,0.2,1.8,83.3,77.4
Taliaferro County,GA,28,16.9,4.8,0.2,1.3,55.1,4,-1,2.3,41.1,38.1
Talladega County,AL,18.5,20.9,5.3,0.4,0.7,33,2.4,0,1.8,64.1,62.3
Tallahatchie County,MS,15.3,19.6,5.7,0.4,1,57,6.9,0.1,1.3,40.2,34.5
Tallapoosa County,AL,22.3,20.4,5.3,0.4,0.6,27,2.5,0.1,1.4,70.5,68.7
Tama County,IA,19.9,24,6.6,8.6,0.5,1,10.8,0.2,3,86.8,79.4
Taney County,MO,22.1,20.9,5.5,1.1,1.2,1.8,6.2,0.1,2.3,93.5,88.2
Tangipahoa Parish,LA,14.9,24.4,7.1,0.4,0.7,30.4,4.4,0.1,1.6,66.8,63.1
Taos County,NM,27.5,17.4,4.3,7.5,1,0.9,56.5,0.1,2.7,87.9,35.8
Tarrant County,TX,11.6,26,6.8,0.9,5.8,17.9,29.5,0.3,2.6,72.6,45.3
Tate County,MS,17.2,22.6,5.9,0.3,0.3,30.9,2.8,0,1.3,67.1,65
Tattnall County,GA,15,20.4,5,0.7,0.7,29.5,12.2,0.2,1.8,67.2,57.5
Taylor County,FL,21,19.7,5.4,1,0.9,19.9,4.2,0,2.1,76,72.3
Taylor County,GA,20.9,19.9,5.1,0.3,0.9,37.6,2.6,0,1.4,59.8,57.9
Taylor County,IA,22.7,23.4,6.5,0.4,0.5,0.6,7.8,0.1,1.1,97.4,90.1
Taylor County,KY,18.3,22.4,6.4,0.2,0.9,5.3,2.5,0.1,2,91.6,89.3
Taylor County,TX,14.6,24.8,7.3,1,2.3,8.4,25,0.2,3,85.2,62.7
Taylor County,WI,19.6,23.3,5.7,0.5,0.6,0.5,2.4,0.1,1.1,97.3,95.3
Taylor County,WV,21,19.8,4.7,0.3,0.5,1.2,1,0,1.1,96.9,96
Tazewell County,IL,19.3,22.5,5.6,0.3,0.9,1.4,2.5,0,1.5,95.9,93.7
Tazewell County,VA,23.1,19.3,5.1,0.2,0.7,3.2,1.1,0,1.1,94.8,93.8
Tehama County,CA,19.6,23.8,6.1,3.3,1.4,1.1,25.8,0.2,3.7,90.2,67.3
Telfair County,GA,18.8,16,4.3,0.4,0.7,36.9,15.2,0.1,1.4,60.6,49
Teller County,CO,23.2,16.9,3.9,1.4,1.1,1,7.1,0.1,2.6,93.8,88
Tensas Parish,LA,25.7,22.4,5.9,0.2,0.2,54.5,2.4,-1,1.3,43.8,41.9
Terrebonne Parish,LA,14.9,25.1,6.9,6.2,1.1,19.2,5.1,0.1,2.7,70.7,66.5
Terrell County,GA,20.1,23,5.9,0.6,0.4,60.1,2.9,0.2,1.4,37.4,35.7
Terrell County,TX,32.9,18.8,5.3,3.6,1.2,1.7,51.4,-1,2.4,91.1,43.2
Terry County,TX,15.1,27.2,7.6,1.4,0.6,4.7,56,0.1,1.5,91.7,38.4
Teton County,ID,13.1,23.8,5.8,0.9,0.6,0.5,16.7,0.2,1.4,96.6,81.3
Teton County,MT,23.2,24.4,7,1.9,0.9,0.3,1.7,0,2.4,94.5,93.2
Teton County,WY,15.8,17.9,4.8,0.9,1.7,0.7,15.1,0.1,1.6,95,81
Texas County,MO,21.5,21.3,5.6,0.9,0.4,3.8,2.2,0.1,2.1,92.8,90.8
Texas County,OK,11.8,28.2,8.5,1.9,3.4,5,47,0.6,1.8,87.3,43.5
Thayer County,NE,25.5,23.3,6.1,0.5,0.3,0.4,3.1,0,1.5,97.3,94.3
Thomas County,GA,18.7,23.7,6.2,0.6,1,36.2,3.9,0.1,1.5,60.6,57.6
Thomas County,KS,18.1,23.5,7.4,1.1,0.8,1.2,7.5,0.1,1.6,95.3,88.9
Thomas County,NE,26.5,22.6,5.4,1.8,0.3,1.2,3.9,-1,1.1,95.6,91.8
Throckmorton County,TX,29.6,19.3,4.2,1.3,0.5,0.9,14.3,-1,1.3,95.9,82.3
Thurston County,NE,11.8,35.8,10.6,58.7,0.7,0.5,6.2,0,2.8,37.3,35.3
Thurston County,WA,17.9,21.2,5.7,1.8,6.3,3.6,9.4,1,5.8,81.5,74.1
Tift County,GA,15.4,24.7,6.9,0.5,1.5,30.7,12.2,0.1,1.4,65.7,55.1
Tillamook County,OR,26.4,18.8,4.7,1.6,1,0.7,10.5,0.4,3,93.4,84
Tillman County,OK,20.2,23.1,5.5,5.1,0.5,8.1,28.1,0.2,4.5,81.7,57.8
Tioga County,NY,20.9,20.6,4.9,0.3,0.8,1.1,2.1,0,1.4,96.4,94.7
Tioga County,PA,22.6,19.9,5.2,0.3,0.6,0.8,1.3,0,1.2,97.2,96.1
Tippah County,MS,16.9,24.1,6.2,0.4,0.3,16.7,4.8,0,1.6,80.9,76.8
Tippecanoe County,IN,11.9,20.6,5.8,0.4,8.8,5.9,8.7,0.1,2.2,82.7,74.8
Tipton County,IN,21.4,20.4,5.4,0.4,0.6,0.7,2.9,0,1.1,97.1,94.6
Tipton County,TN,14.9,24.2,5.9,0.5,0.8,18.5,2.9,0.1,2.2,77.9,75.6
Tishomingo County,MS,20.8,21.5,5.5,0.4,0.2,2.5,3.4,0,1,95.9,92.8
Titus County,TX,14.8,28.7,7.9,2.4,1.2,9.9,44.1,0.2,1.6,84.8,44.4
Todd County,KY,16.2,26.5,7.4,0.3,0.3,8.1,4.4,0.1,1.7,89.6,85.8
Todd County,MN,22.1,23.9,6.7,0.7,0.5,0.7,6.8,0.3,1.6,96.3,90.4
Todd County,SD,7.5,41.7,11.9,86.8,2.3,0.6,4.2,-1,2.2,8,7.4
Tolland County,CT,16.3,17.2,4.1,0.3,5,3.9,5.9,0.1,2,88.6,83.8
Tom Green County,TX,15.6,23.8,6.7,1.1,1.4,4.4,40.7,0.2,2.3,90.6,52.4
Tompkins County,NY,15.1,14.7,3.8,0.5,10.4,4.4,5.4,0.1,3.5,81.2,77
Tooele County,UT,9.3,32.2,7.9,1.3,0.8,0.9,12.9,0.7,2.2,94.1,82.5
Toole County,MT,19.4,20.8,6.7,5.2,0.8,1,4.4,0.1,3.3,89.7,86.1
Toombs County,GA,17,26.3,6.9,0.8,0.8,26.3,11.8,0.1,1.5,70.4,60.1
Torrance County,NM,21.5,20.2,5.2,4.2,0.6,2.2,43.8,0.3,2.9,89.8,50.3
Towner County,ND,25.3,21.7,5.7,5.1,0.1,0.4,2.7,-1,1.5,92.9,90.3
Towns County,GA,34.9,12.7,3.7,0.4,0.9,1.2,3.2,0.1,1.1,96.3,93.4
Traill County,ND,20,22.8,6,1.5,0.6,0.9,3.7,0,2.2,94.8,91.6
Transylvania County,NC,31.4,15.4,4,0.5,0.7,3.5,3.4,0.1,1.9,93.4,90.4
Traverse County,MN,25.4,20.9,6,6.6,0.5,0.7,4,0.1,2.4,89.8,86.9
Travis County,TX,10.2,21.2,6.1,1.2,7.4,8.9,33.6,0.1,2.7,79.7,48.9
Treasure County,MT,28.9,21.1,8,3,1,-1,4.2,-1,2.4,93.5,90.2
Trego County,KS,27.3,17.6,4.2,0.4,0.5,0.7,2.6,0.1,1.7,96.6,94.3
Trempealeau County,WI,18.4,25.1,7.1,1.2,0.7,0.6,9,0.1,1.2,96.3,88.9
Treutlen County,GA,18.7,22.8,5.9,0.3,0.3,31.9,3,0,1.2,66.3,63.8
Trigg County,KY,23.2,21.2,5.2,0.4,0.3,6.9,2.4,0.1,2.4,90,87.9
Trimble County,KY,17.8,21.8,5.4,0.7,0.6,0.8,3.3,0.1,1.5,96.2,93.6
Trinity County,CA,28.3,17.3,4.6,5.2,1.5,0.8,7.4,0.2,5.3,87,81.9
Trinity County,TX,27,19.7,5.2,1.1,0.5,8.9,10.7,0.1,1.7,87.7,77.9
Tripp County,SD,22.8,23.6,7.6,15.8,0.4,0.6,2.6,-1,2.8,80.5,79.6
Troup County,GA,15.2,24.3,6.5,0.4,2.3,36.5,3.7,0.2,1.8,58.8,55.8
Trousdale County,TN,13,17.9,5.2,0.6,0.5,11.4,2.5,0,1.9,85.6,83.6
Trumbull County,OH,22.1,20.3,5.3,0.2,0.6,8.6,1.9,0,2.2,88.4,86.9
Tucker County,WV,26.8,14.7,3.9,0.3,0.3,0.4,0.9,0,1,98,97.2
Tulare County,CA,11.6,30.5,7.8,2.8,4,2.2,65.6,0.2,2.7,88.2,27.7
Tulsa County,OK,14.8,25.1,7,6.9,3.6,10.8,13.3,0.2,6.2,72.4,61.2
Tunica County,MS,12.9,29.1,8.6,0.3,0.8,77.6,2.5,0.1,1,20.2,18.6
Tuolumne County,CA,27,16.8,4.4,2.3,1.5,2,12.7,0.3,3.6,90.3,79.7
Turner County,GA,20,24.5,7.1,0.6,1,40,4.8,0.2,1.4,56.9,53.4
Turner County,SD,21.4,24.4,6.2,1.1,0.2,0.6,2.6,0,1.2,96.8,94.7
Tuscaloosa County,AL,13.8,21,6,0.4,1.6,32.4,4,0.1,1.3,64.2,60.8
Tuscarawas County,OH,20,22.8,6.3,0.5,0.4,1,3.2,0.2,1.5,96.3,94
Tuscola County,MI,20.8,20.3,5.2,0.7,0.3,1.3,3.6,0,1.4,96.2,93.1
Twiggs County,GA,23.3,19.2,4.9,0.4,0.3,40.7,2.7,0,1.8,56.7,55.1
Twin Falls County,ID,15.6,27.4,7.1,1.4,1.8,0.9,17.1,0.3,2,93.7,78.2
Tyler County,TX,22.6,19.3,4.9,0.8,0.6,11.2,8.3,0.1,1.5,85.8,78.5
Tyler County,WV,23.4,19.3,4.7,0.3,0.5,0.3,0.8,0,1.1,97.7,97.1
Tyrrell County,NC,20.2,18.1,4.7,0.9,1.9,38.1,9.4,0,2.3,56.7,49.1
Uinta County,WY,15,28.4,6.7,1.4,0.5,0.8,9.3,0.2,1.8,95.3,87.3
Uintah County,UT,11.3,32.9,8.2,7.9,0.6,0.7,8.4,0.4,2.4,88.1,81.5
Ulster County,NY,20.4,17.4,4.3,0.5,2.1,7.2,10.6,0.1,2.8,87.3,78.8
Umatilla County,OR,16,25.1,6.4,4.3,1.1,1.2,27.6,0.3,2.7,90.4,65.1
Unicoi County,TN,23.3,18.5,4.5,0.5,0.3,0.5,5.5,0,1.2,97.4,92.5
Union County,AR,18.4,24,6.6,0.5,0.7,33,4.2,0.1,1.7,64,60.7
Union County,FL,15.2,19.8,5.2,0.5,0.6,22.6,5.6,0,1.8,74.5,69.8
Union County,GA,33.7,15.4,3.8,0.5,0.5,0.9,3.6,0,1.3,96.8,93.6
Union County,IA,21,22.3,5.2,0.5,0.7,1.4,3.2,0,1,96.4,93.7
Union County,IL,21.9,21.1,5.4,0.7,0.5,1.3,5.3,0,1.7,95.7,91
Union County,IN,19.7,20.8,5.5,0.3,0.4,1,1.8,0,1.6,96.7,95.1
Union County,KY,17.2,18.1,4.7,0.3,0.7,13.2,2.1,0.1,2,83.8,82.1
Union County,MS,16.9,25.1,6.6,0.3,1.2,15.4,4.5,0.1,1.8,81.3,77.6
Union County,NC,13,26.4,5.6,0.6,3.6,12.5,11.5,0.1,2,81.1,71.1
Union County,NJ,14.7,23.3,6.3,0.8,5.7,23.8,32.8,0.1,2.2,67.4,39.2
Union County,NM,21.9,18.7,4.8,3.5,0.7,2.3,43.1,0.1,2.5,91,51.7
Union County,OH,12.7,24.5,6.4,0.3,4.9,2.7,2,0,1.7,90.5,88.8
Union County,OR,21.5,21.8,5.6,1.3,1.3,0.8,5.2,1.3,2.7,92.6,88.2
Union County,PA,18.6,17.6,4.6,0.6,1.7,7.5,6.1,0.1,1.5,88.7,84.2
Union County,SC,20.6,21.2,5.7,0.3,0.4,32,1.8,0,1.9,65.4,64.3
Union County,SD,18.6,24.3,6.2,0.9,1.5,1.5,3.7,0.1,1.7,94.3,91
Union County,TN,18.6,21.5,5.5,0.5,0.2,0.5,1.9,0.1,1.3,97.4,95.9
Union Parish,LA,21.1,21.5,5.7,0.6,0.3,25,4.9,0.1,1,73.1,69.1
Upshur County,TX,18.7,23.8,5.8,1.1,0.5,7.9,9.1,0.1,2.1,88.3,80.3
Upshur County,WV,21,20.3,5,0.3,0.5,1.1,1.4,0,1.2,96.9,95.6
Upson County,GA,18.5,22.6,6.3,0.5,0.6,28.4,2.4,0.1,1.6,68.7,67.1
Upton County,TX,14.7,28.6,7,2.9,0.6,3.4,54.4,0,1.7,91.4,40.9
Utah County,UT,7.9,32.9,9.2,0.8,1.9,0.8,12.2,0.9,2.8,92.7,81.7
Uvalde County,TX,16.9,26.8,7.2,1.2,0.9,1.3,72.7,0.1,1,95.5,25.2
Val Verde County,TX,14.3,28.4,8.3,1,0.9,2.1,82.3,0.2,1.2,94.6,14.7
Valencia County,NM,18.2,23.3,5.7,6.4,0.8,1.8,61.1,0.2,2.4,88.5,31.9
Valley County,ID,25.9,18.3,4.7,1.2,0.6,0.5,4.7,0.1,1.8,95.8,92
Valley County,MT,23.7,22.6,5.9,9.2,0.9,0.5,2.8,0.1,2.8,86.5,84.5
Valley County,NE,25.8,22.8,5.6,0.3,0.4,0.4,3.4,0,1.1,97.8,94.5
Van Buren County,AR,26.7,19.4,4.7,1,0.4,0.6,3.2,0,2,95.9,93.2
Van Buren County,IA,22.5,22.7,6,0.3,0.6,0.2,1.8,0,1.5,97.4,95.7
Van Buren County,MI,18.7,23.1,6,1.2,0.7,4,11.7,0.1,2.6,91.5,81
Van Buren County,TN,23.4,19.7,5.7,0.4,0.2,0.9,2,0.1,1.5,96.8,95.1
Van Wert County,OH,19.4,23.2,6.3,0.4,0.3,1.1,3.7,0,1.4,96.6,93.5
Van Zandt County,TX,20.3,23,5.9,1,0.6,2.9,11.7,0.2,1.7,93.6,82.9
Vance County,NC,19.1,23.4,6.2,1,0.8,51.5,8.3,0.1,1.6,45.1,39
Vanderburgh County,IN,17.4,21.5,6,0.3,1.4,9.9,2.8,0.2,2.8,85.4,83.1
Venango County,PA,23.1,19.1,4.7,0.2,0.5,1.1,1.1,0,1.3,96.8,95.9
Ventura County,CA,16.2,22.6,5.7,1.9,7.9,2.4,43.2,0.3,3.5,84.1,44.7
Vermilion County,IL,19.8,23.3,6.3,0.4,0.9,14,5.3,0,2.5,82.2,77.8
Vermilion Parish,LA,15.8,25.2,6.5,0.4,2.1,14.3,3.6,0,1.7,81.5,78.4
Vermillion County,IN,20.3,22,5.5,0.3,0.3,0.5,1.3,0,1.4,97.4,96.3
Vernon County,MO,19.7,23.6,6.1,0.8,0.7,1,2.3,0.1,1.9,95.6,93.6
Vernon County,WI,20,26,6.8,0.3,0.4,0.5,1.6,0,1.1,97.7,96.3
Vernon Parish,LA,12.7,24.6,8.2,1.6,1.9,14.7,9.4,0.5,3.6,77.6,69.9
Victoria County,TX,16.6,25.3,6.8,0.9,1.4,6.6,47.8,0.1,1.6,89.5,43.9
Vigo County,IN,16.7,20.4,5.6,0.4,2.1,7.4,2.8,0,2.5,87.6,85.2
Vilas County,WI,31,16.9,4.4,10.9,0.6,0.4,2.8,0,1.5,86.5,84.9
Vinton County,OH,18.6,21.7,5.8,0.5,0.2,0.6,0.9,-1,1.6,97,96.3
Virginia Beach city,VA,13.7,22.3,6.3,0.3,6.7,19,8.2,0.1,5.6,66.3,61.7
Volusia County,FL,24.9,17.5,4.7,0.5,2,11.5,15,0.1,2.2,83.7,70.6
Wabash County,IL,21.4,22.1,6.1,0.3,1.2,1,3.2,0,1.6,95.8,93
Wabash County,IN,21.3,20.6,5.3,0.8,0.6,0.9,2.7,0,1.3,96.5,94.1
Wabasha County,MN,22.6,21.6,5.6,0.3,0.6,0.7,3,0,1.2,97.2,94.6
Wabaunsee County,KS,20.9,23,5.7,0.9,0.3,0.7,4.6,-1,2.6,95.4,91.4
Wadena County,MN,21.3,25.9,6.8,0.8,0.5,1.1,2.1,0,2.1,95.5,93.7
Wagoner County,OK,16.8,24,5.8,10.5,1.7,3.8,6.7,0.1,7.5,76.3,70.8
Wahkiakum County,WA,33,17.1,3.5,1.7,1.8,0.7,5.7,0.2,4.5,91.2,86.5
Wake County,NC,12,23.6,6,0.8,7.7,21,10.4,0.1,2.6,67.9,59.6
Wakulla County,FL,15.9,20.7,5.2,0.7,0.7,13.9,3.9,0.1,2.2,82.4,79.2
Waldo County,ME,23.3,18.2,4.4,0.5,0.6,0.6,1.6,0,1.6,96.6,95.3
Walker County,AL,19.5,22.2,6.1,0.6,0.6,6.2,2.6,0.1,1.6,90.9,88.8
Walker County,GA,18.9,21.5,5.7,0.4,0.8,4.4,2.5,0.1,1.7,92.7,90.5
Walker County,TX,13.8,14.7,4.1,0.8,1.1,23.6,18.1,0.1,1.6,72.7,56.1
Walla Walla County,WA,18.7,20.7,5.3,1.4,1.7,2.2,21.7,0.4,2.8,91.4,71.3
Wallace County,KS,24.2,24.5,6.9,0.6,0.1,0.9,9.1,-1,2.5,95.9,88.2
Waller County,TX,11.8,24.1,6.5,1.5,1.4,24.4,31,0.1,1.6,71,42.5
Wallowa County,OR,29.7,18.8,4.7,0.9,0.5,0.5,3.6,0.1,2.4,95.6,92.6
Walsh County,ND,21.5,23,6.7,2.3,0.9,0.7,12,0.1,1.8,94.3,83.5
Walthall County,MS,19.9,22.5,5.7,0.5,0.5,43.2,2.2,0.1,1.4,54.3,52.9
Walton County,FL,20.2,20.4,5.6,0.8,1.4,5.3,6.5,0.2,2.8,89.6,84
Walton County,GA,15.7,24.4,6,0.4,1.7,18.9,4.9,0.1,1.7,77.2,73.2
Walworth County,SD,24.3,23.3,7.3,14.3,1.9,0.5,2.4,0,3.3,80,78.4
Walworth County,WI,18.4,20.3,4.8,0.5,1.1,1.2,11.2,0.1,1.4,95.8,85.3
Wapello County,IA,18.4,22.7,6.4,0.9,1.6,3.8,11.1,1.1,1.7,90.9,81
Ward County,ND,13.2,23.8,7.7,2.6,1.8,4.8,6.4,0.2,3.2,87.4,82.2
Ward County,TX,13.6,28.8,7.9,1.6,0.6,5.3,55.2,0.1,2.2,90.2,38.4
Ware County,GA,17.6,24.3,6.9,0.5,1,30.2,4.4,0.1,1.9,66.3,62.9
Warren County,GA,23.1,20.1,5.2,0.3,0.7,58.3,1.7,-1,1.1,39.5,38.3
Warren County,IA,16,24.6,6.2,0.4,0.7,0.9,3.1,0.1,1.4,96.4,93.6
Warren County,IL,20.2,21.5,6.1,0.5,2.4,2.9,9.9,0.2,1.9,92.1,83.2
Warren County,IN,20.6,22.2,5.8,0.3,0.6,0.4,2.2,0.1,1.2,97.4,95.3
Warren County,KY,13.1,22.9,6.5,0.3,4.6,9.7,5.6,0.5,2.4,82.5,77.6
Warren County,MO,17.8,23.6,6.4,0.6,0.5,2.3,3.5,0,2,94.6,91.7
Warren County,MS,17.2,23.6,6.4,0.3,0.9,49.3,2.2,0,1.1,48.4,46.8
Warren County,NC,26.2,17.9,4.5,5.7,0.4,51.4,3.9,0,2,40.5,38.2
Warren County,NJ,18.7,19.3,4.5,0.4,2.9,5.7,10.2,0.1,1.7,89.2,80.4
Warren County,NY,22.9,18.1,4.4,0.3,1,1.5,2.8,0,1.8,95.5,93.3
Warren County,OH,14.9,24.2,5.6,0.2,6.3,3.7,2.9,0.1,1.8,87.9,85.3
Warren County,PA,23.5,19.3,5.3,0.3,0.5,0.6,1.1,0.1,1,97.6,96.6
Warren County,TN,17.9,23.3,5.9,0.5,0.9,3.8,9.4,0.1,1.8,92.9,84.6
Warren County,VA,16.8,21.6,5.9,0.6,1.3,5,5.3,0.1,2.6,90.5,86
Warrick County,IN,17.9,23.4,5.5,0.3,2.7,1.8,2,0,1.6,93.6,92
Wasatch County,UT,12.3,30.7,7.4,0.7,1,0.8,13.7,0.2,1.7,95.4,83.2
Wasco County,OR,21,22.1,6.2,3.8,1.1,0.8,19.2,0.7,2.6,91,73.6
Waseca County,MN,18.6,23.2,5.7,0.8,0.9,2.3,6.4,0,1.6,94.5,88.7
Washakie County,WY,22.2,22.9,5.1,1.8,0.8,0.6,14.2,0.1,2.3,94.5,82.2
Washburn County,WI,27.4,18.8,4.5,1.8,0.7,0.4,2,0.1,1.7,95.4,93.9
Washington County,AL,19.7,22.1,5.5,8,1.1,23.3,1.6,0.1,1.4,66,65
Washington County,AR,12.1,24.1,6.7,1.6,2.6,3.8,17.1,2.8,2.9,86.3,70.4
Washington County,CO,21.4,22.4,5.7,0.6,0.4,1.2,10.9,0.1,2,95.7,85.7
Washington County,FL,17.2,19.9,5.2,1.3,0.6,15.1,3.8,0.4,2.4,80.2,77.1
Washington County,GA,17.8,21.6,5.6,0.2,0.6,53.8,2.6,0,1.3,44.1,42.2
Washington County,IA,20,24.4,6.6,0.3,0.7,1.2,6.5,0.1,1.4,96.3,90.4
Washington County,ID,25.9,22.6,5.6,1.7,1,0.6,16.8,0.2,2.3,94.3,79.1
Washington County,IL,20.7,21.1,5.6,0.2,0.5,1,1.4,0,1,97.2,96
Washington County,IN,17.3,23,5.9,0.3,0.3,0.5,1.4,0,1,97.9,96.7
Washington County,KS,23.9,22.6,6.8,0.6,0.8,0.6,4,0.1,1.2,96.8,93.3
Washington County,KY,18.5,23,6.3,0.2,0.8,5.5,4,0.1,1.8,91.6,87.9
Washington County,MD,17.5,21.7,5.7,0.3,1.9,12.5,5.8,0.1,3.1,82,77.4
Washington County,ME,24.8,18.9,4.6,5.3,0.5,0.7,2.6,0,2.1,91.3,89.3
Washington County,MN,15.6,24.3,5.8,0.6,6.4,5,4.5,0.1,2.5,85.4,81.6
Washington County,MO,17.2,22.6,5.7,0.5,0.3,2.5,1.5,0,1.5,95.2,94
Washington County,MS,16.7,25.6,6.9,0.3,0.8,72.4,1.7,0.1,0.7,25.8,24.8
Washington County,NC,25.3,19.9,5.1,0.9,0.4,48.9,5.6,0,2,47.7,44.2
Washington County,NE,18.6,24.1,5.5,0.5,0.4,0.8,3,0.1,1.3,96.9,94.3
Washington County,NY,20.1,18.6,4.7,0.3,0.6,3.5,2.9,0,1.4,94.1,92
Washington County,OH,21.6,19.7,5,0.3,0.7,1.3,1.2,0,1.8,95.9,94.9
Washington County,OK,19.8,23.8,6.3,10.8,2.3,2.7,6.3,0.1,6.9,77.2,72.3
Washington County,OR,13.9,22.5,5.8,1.1,11.7,2.5,17.1,0.5,4.5,79.6,64.6
Washington County,PA,21,19.4,5,0.2,1.2,3.3,1.8,0,1.9,93.3,91.9
Washington County,RI,21.5,16.2,3.6,0.9,2,1.5,3.4,0,2,93.5,90.8
Washington County,TN,18.8,18.9,4.9,0.5,1.7,4.5,3.6,0.1,2.1,91.3,88.2
Washington County,TX,22,21.4,5.6,0.6,1.8,17.6,16.7,0.1,1.4,78.6,63.4
Washington County,UT,22,25.6,6.5,1.7,1,0.9,10.9,0.9,2.2,93.2,83.8
Washington County,VA,23.6,18,4.3,0.2,0.5,1.5,1.6,0.1,0.9,96.7,95.3
Washington County,VT,20.2,18.5,4.7,0.3,1,0.9,2,0,2,95.8,94.1
Washington County,WI,18.5,21.6,5.2,0.4,1.5,1.4,3.3,0,1.3,95.5,92.5
Washington Parish,LA,18.5,23.8,6.7,0.5,0.3,30.4,2.5,0,1.5,67.3,65.4
Washita County,OK,18.7,24.5,6.2,4.2,0.6,1.4,10,0,3.2,90.6,82.9
Washoe County,NV,16.8,21.3,5.8,2.2,5.8,2.8,25,0.7,3.9,84.6,62.3
Washtenaw County,MI,14.5,18.4,4.8,0.4,9.4,12.3,4.9,0.1,3.6,74.2,70.2
Watauga County,NC,16.4,12.7,3.3,0.4,1.2,1.9,4,0,1.7,94.8,91.4
Watonwan County,MN,20.5,24.3,7.3,1.3,1.1,1.2,26.9,0.1,1.2,95.1,70.4
Waukesha County,WI,19.2,21.3,5.2,0.3,3.8,1.8,4.9,0.1,1.5,92.5,88
